player_name,team_abbreviation,age,player_height_cm,player_weight_kg,college,country_born_in,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
Kessler Edwards,BKN,21,200.66,92.079176,Pepperdine,USA,2021,2,44,48,5.9,3.6,0.6,-3.3,0.043,0.124,0.132,0.516,0.04
Miles McBride,NYK,21,185.42,88.45044,West Virginia,USA,2021,2,36,40,2.2,1.1,1,13,0.011,0.097,0.137,0.393,0.159
Neemias Queta,SAC,22,213.36,112.490816,Utah State,Portugal,2021,2,39,15,3,2.1,0.4,-4.1,0.104,0.144,0.176,0.495,0.076
Luka Garza,DET,23,208.28,110.222856,Iowa,USA,2021,2,52,32,5.8,3.1,0.6,-6.3,0.13,0.116,0.195,0.535,0.086
Joe Johnson,BOS,41,200.66,108.86208,Arkansas,USA,2001,1,10,1,2,0,0,-100,0,0,0.2,1,0
Carmelo Anthony,LAL,38,200.66,107.954896,Syracuse,USA,2003,1,3,69,13.3,4.2,1,-2.9,0.034,0.116,0.195,0.579,0.056
LeBron James,LAL,37,205.74,113.398,None,USA,2003,1,1,56,30.3,8.2,6.2,-2.5,0.031,0.185,0.317,0.619,0.297
Dwight Howard,LAL,36,208.28,120.20188,None,USA,2004,1,1,60,6.2,5.9,0.6,-5.7,0.12,0.246,0.145,0.657,0.049
Andre Iguodala,GSW,38,198.12,97.52228,Arizona,USA,2004,1,9,31,4,3.2,3.7,8.7,0.035,0.117,0.113,0.478,0.263
Chris Paul,PHX,37,182.88,79.3786,Wake Forest,USA,2005,1,4,65,14.7,4.4,10.8,10,0.011,0.113,0.197,0.581,0.434
Rudy Gay,UTA,35,203.2,113.398,Connecticut,USA,2006,1,8,55,8.1,4.4,1,8.7,0.05,0.166,0.185,0.539,0.078
Rajon Rondo,CLE,36,185.42,81.64656,Kentucky,USA,2006,1,21,39,4.8,2.8,4.4,-7.8,0.02,0.118,0.152,0.496,0.366
LaMarcus Aldridge,BKN,36,210.82,113.398,Texas-Austin,USA,2006,1,2,47,12.9,5.5,0.9,0.1,0.071,0.16,0.219,0.604,0.062
Kyle Lowry,MIA,36,182.88,88.904032,Villanova,USA,2006,1,24,63,13.4,4.5,7.5,5.9,0.016,0.116,0.178,0.6,0.321
Jeff Green,DEN,35,203.2,106.59412,Georgetown,USA,2007,1,5,75,10.3,3.1,1.3,1.8,0.024,0.1,0.16,0.627,0.071
Al Horford,BOS,36,205.74,108.86208,Florida,Dominican Republic,2007,1,3,69,10.2,7.7,3.4,9.3,0.054,0.201,0.147,0.574,0.159
Thaddeus Young,TOR,34,203.2,106.59412,Georgia Tech,USA,2007,1,12,52,6.2,4,2,-0.2,0.088,0.152,0.169,0.548,0.177
Kevin Durant,BKN,33,208.28,108.86208,Texas-Austin,USA,2007,1,2,55,29.9,7.4,6.4,6.5,0.015,0.166,0.31,0.634,0.274
Mike Conley,UTA,34,185.42,79.3786,Ohio State,USA,2007,1,4,72,13.7,3,5.3,7.7,0.023,0.079,0.202,0.572,0.281
George Hill,MIL,36,193.04,85.275296,Indiana-Purdue Indianapolis,USA,2008,1,26,54,6.2,2.9,2.2,11.7,0.029,0.084,0.115,0.552,0.124
Eric Gordon,HOU,33,190.5,97.52228,Indiana,USA,2008,1,7,57,13.4,2,2.7,-5.1,0.009,0.056,0.182,0.614,0.137
JaVale McGee,PHX,34,213.36,122.46984,Nevada-Reno,USA,2008,1,18,74,9.2,6.7,0.6,5.8,0.134,0.266,0.214,0.651,0.055
Brook Lopez,MIL,34,213.36,127.912944,Stanford,USA,2008,1,10,13,12.4,4.1,0.5,-1.4,0.058,0.108,0.211,0.57,0.03
Danilo Gallinari,ATL,33,208.28,107.047712,None,Italy,2008,1,6,66,11.7,4.7,1.5,3.4,0.021,0.161,0.182,0.579,0.086
Derrick Rose,NYK,33,187.96,90.7184,Memphis,USA,2008,1,1,26,12,3,4,5.8,0.032,0.08,0.217,0.541,0.266
D.J. Augustin,LAL,34,180.34,83.007336,Texas-Austin,USA,2008,1,9,55,5.3,1.2,1.9,-10.6,0.012,0.065,0.139,0.61,0.176
Russell Westbrook,LAL,33,190.5,90.7184,UCLA,USA,2008,1,4,78,18.5,7.4,7.1,-4,0.039,0.165,0.264,0.512,0.311
Serge Ibaka,MIL,32,208.28,106.59412,None,Republic of the Congo,2008,1,24,54,6.8,4.6,0.9,-3,0.07,0.197,0.172,0.579,0.084
Robin Lopez,ORL,34,213.36,127.459352,Stanford,USA,2008,1,15,36,7.1,3.5,1.5,-6.4,0.098,0.089,0.182,0.57,0.142
Kevin Love,CLE,33,203.2,113.851592,UCLA,USA,2008,1,5,74,13.6,7.2,2.2,1.5,0.051,0.258,0.239,0.594,0.153
Nicolas Batum,LAC,33,203.2,104.32616,None,France,2008,1,25,59,8.3,4.3,1.7,-4.4,0.019,0.146,0.13,0.608,0.099
James Johnson,BKN,35,200.66,108.86208,Wake Forest,USA,2009,1,16,62,5.5,3.5,2.1,-1.6,0.041,0.127,0.136,0.513,0.153
James Harden,PHI,32,195.58,99.79024,Arizona State,USA,2009,1,3,65,22,7.7,10.3,3.5,0.024,0.176,0.266,0.583,0.401
Blake Griffin,BKN,33,205.74,113.398,Oklahoma,USA,2009,1,1,56,6.4,4.1,1.9,-4.7,0.061,0.169,0.167,0.518,0.157
Darren Collison,LAL,34,182.88,72.57472,UCLA,USA,2009,1,21,3,1.3,1.3,0.7,-18.4,0,0.091,0.077,0.286,0.063
DeMar DeRozan,CHI,32,198.12,99.79024,Southern California,USA,2009,1,9,76,27.9,5.2,4.9,1.1,0.021,0.122,0.308,0.59,0.228
Stephen Curry,GSW,34,187.96,83.91452,Davidson,USA,2009,1,7,64,25.5,5.2,6.3,10.7,0.015,0.126,0.293,0.601,0.286
Ricky Rubio,IND,31,187.96,86.18248,None,Spain,2009,1,5,34,13.1,4.1,6.6,9.1,0.015,0.122,0.234,0.488,0.348
Taj Gibson,NYK,37,205.74,105.233344,Southern California,USA,2009,1,26,52,4.4,4.4,0.6,3.3,0.088,0.139,0.099,0.606,0.05
Wayne Ellington,LAL,34,193.04,93.893544,North Carolina,USA,2009,1,28,43,6.7,1.8,0.7,-3.8,0.012,0.078,0.135,0.593,0.055
Jrue Holiday,MIL,32,190.5,92.98636,UCLA,USA,2009,1,17,67,18.3,4.5,6.8,8.5,0.031,0.1,0.231,0.593,0.297
Gordon Hayward,CHA,32,200.66,102.0582,Butler,USA,2010,1,9,49,15.9,4.6,3.6,-0.4,0.022,0.114,0.202,0.57,0.16
Greg Monroe,MIN,32,208.28,113.398,Georgetown,USA,2010,1,7,14,5.4,4.6,1.6,0.9,0.141,0.176,0.164,0.566,0.162
Ed Davis,CLE,33,205.74,98.883056,North Carolina,USA,2010,1,13,31,0.9,2.1,0.2,4.6,0.072,0.23,0.062,0.632,0.053
Eric Bledsoe,POR,32,185.42,97.068688,Kentucky,USA,2010,1,18,54,9.9,3.4,4.2,-1.2,0.02,0.105,0.198,0.514,0.251
Avery Bradley,LAL,31,190.5,81.64656,Texas-Austin,USA,2010,1,19,62,6.4,2.2,0.8,-5.8,0.021,0.073,0.119,0.55,0.046
Derrick Favors,OKC,30,205.74,120.20188,Georgia Tech,USA,2010,1,3,39,5.3,4.7,0.6,-11,0.079,0.178,0.131,0.534,0.061
DeMarcus Cousins,DEN,31,208.28,122.46984,Kentucky,USA,2010,1,5,48,9,5.6,1.5,2.2,0.103,0.281,0.267,0.567,0.153
Paul George,LAC,32,203.2,99.79024,Fresno State,USA,2010,1,10,31,24.3,6.9,5.7,4.2,0.011,0.171,0.329,0.538,0.286
Enes Freedom,BOS,30,208.28,113.398,None,Turkey,2011,1,3,35,3.7,4.6,0.2,7.8,0.143,0.219,0.129,0.585,0.027
Jimmy Butler,MIA,32,200.66,104.32616,Marquette,USA,2011,1,30,57,21.4,5.9,5.5,6.1,0.055,0.125,0.26,0.592,0.264
Brandon Knight,DAL,30,187.96,82.553744,Kentucky,USA,2011,1,8,5,6.4,1.6,1.6,-3.6,0,0.098,0.216,0.561,0.2
Bismack Biyombo,PHX,29,203.2,115.66596,None,DRC,2011,1,7,36,5.8,4.6,0.6,5.6,0.117,0.207,0.167,0.596,0.064
Alec Burks,NYK,30,198.12,97.068688,Colorado,USA,2011,1,12,81,11.7,4.9,3,2.3,0.019,0.148,0.171,0.559,0.158
Jonas Valanciunas,NOP,30,210.82,120.20188,None,Lithuania,2011,1,5,74,17.8,11.4,2.6,1.2,0.1,0.28,0.238,0.617,0.137
Cory Joseph,DET,30,190.5,90.7184,Texas-Austin,Canada,2011,1,29,65,8,2.7,3.6,-6.4,0.017,0.092,0.141,0.579,0.22
Klay Thompson,GSW,32,198.12,99.79024,Washington State,USA,2011,1,11,32,20.4,3.9,2.8,3.3,0.015,0.106,0.284,0.547,0.153
Reggie Jackson,LAC,32,187.96,94.347136,Boston College,USA,2011,1,24,75,16.8,3.6,4.8,-1.3,0.016,0.092,0.273,0.488,0.245
Tobias Harris,PHI,29,200.66,102.511792,Tennessee,USA,2011,1,19,73,17.2,6.8,3.5,3.2,0.032,0.164,0.214,0.566,0.158
Tristan Thompson,CHI,31,205.74,115.212368,Texas-Austin,Canada,2011,1,4,57,6,5.1,0.6,-3.6,0.125,0.196,0.168,0.541,0.054
Kyrie Irving,BKN,30,187.96,88.45044,Duke,Australia,2011,1,1,29,27.4,4.4,5.8,5.2,0.015,0.096,0.283,0.592,0.235
Kemba Walker,NYK,32,182.88,83.460928,Connecticut,USA,2011,1,9,37,11.6,3,3.5,-9.1,0.014,0.099,0.202,0.537,0.22
Nikola Vucevic,CHI,31,208.28,117.93392,Southern California,Montenegro,2011,1,16,73,17.6,11,3.2,-1.6,0.06,0.274,0.244,0.533,0.153
Marcus Morris Sr.,LAC,32,203.2,98.883056,Kansas,USA,2011,1,14,54,15.4,4.4,2.1,-4.8,0.016,0.129,0.228,0.549,0.114
Markieff Morris,MIA,32,205.74,111.13004,Kansas,USA,2011,1,13,17,7.6,2.6,1.4,4.5,0.059,0.089,0.197,0.547,0.116
Harrison Barnes,SAC,30,203.2,102.0582,North Carolina,USA,2012,1,7,77,16.4,5.6,2.4,-6.7,0.031,0.135,0.184,0.623,0.103
Evan Fournier,NYK,29,198.12,92.98636,None,France,2012,1,20,80,14.1,2.6,2.1,-2.7,0.013,0.073,0.201,0.554,0.114
Jeremy Lamb,SAC,30,195.58,81.64656,Connecticut,USA,2012,1,12,56,7.3,2.8,1.4,0.6,0.026,0.134,0.189,0.521,0.124
Bradley Beal,WAS,29,193.04,93.893544,Florida,USA,2012,1,3,40,23.2,4.7,6.6,-3.5,0.026,0.099,0.297,0.539,0.309
Austin Rivers,DEN,29,193.04,90.7184,Duke,USA,2012,1,10,67,6,1.7,1.3,1.9,0.014,0.063,0.123,0.546,0.082
Anthony Davis,LAL,29,208.28,114.758776,Kentucky,USA,2012,1,1,40,23.2,9.9,3.1,-3,0.072,0.196,0.263,0.578,0.147
Andre Drummond,BKN,28,208.28,126.552168,Connecticut,USA,2012,1,9,73,7.9,9.3,1.8,2.4,0.155,0.305,0.181,0.574,0.13
Damian Lillard,POR,31,187.96,88.45044,Weber State,USA,2012,1,6,29,24,4.1,7.3,-1.8,0.012,0.104,0.288,0.55,0.321
Terrence Ross,ORL,31,198.12,93.439952,Washington,USA,2012,1,8,63,10,2.6,1.8,-11.9,0.013,0.094,0.196,0.515,0.127
Maurice Harkless,SAC,29,200.66,99.79024,St. John's,USA,2012,1,15,47,4.6,2.4,0.5,-4.2,0.014,0.114,0.112,0.561,0.035
Giannis Antetokounmpo,MIL,27,210.82,109.769264,None,Greece,2013,1,15,67,29.9,11.6,5.8,8,0.06,0.267,0.34,0.633,0.304
Gorgui Dieng,ATL,32,208.28,112.490816,Louisville,Senegal,2013,1,21,44,3.5,2.8,0.8,-9.2,0.083,0.238,0.164,0.624,0.155
Cody Zeller,POR,29,210.82,108.86208,Indiana,USA,2013,1,4,27,5.2,4.6,0.8,-2.1,0.128,0.212,0.153,0.627,0.087
CJ McCollum,NOP,30,190.5,86.18248,Lehigh,USA,2013,1,10,62,22.1,4.3,5.1,-1.9,0.024,0.101,0.269,0.553,0.238
Alex Len,SAC,29,213.36,113.398,Maryland,Ukraine,2013,1,5,39,6,4.1,1.2,-5.5,0.076,0.168,0.165,0.577,0.104
Ben McLemore,POR,29,190.5,88.45044,Kansas,USA,2013,1,7,64,10.2,1.6,0.9,-13.1,0.009,0.072,0.207,0.567,0.077
Dennis Schroder,HOU,28,185.42,78.017824,None,Germany,2013,1,17,64,13.5,3.3,4.6,-1,0.018,0.097,0.223,0.539,0.256
Rudy Gobert,UTA,30,215.9,117.026736,None,France,2013,1,27,66,15.6,14.7,1.1,9.6,0.114,0.312,0.166,0.732,0.052
Solomon Hill,ATL,31,198.12,102.511792,Arizona,USA,2013,1,23,13,0.6,1.8,0.9,14.3,0.043,0.115,0.064,0.2,0.117
Otto Porter Jr.,GSW,29,203.2,89.811216,Georgetown,USA,2013,1,3,63,8.2,5.7,1.5,6.8,0.06,0.189,0.145,0.581,0.097
Reggie Bullock,DAL,31,198.12,92.98636,North Carolina,USA,2013,1,25,68,8.6,3.5,1.2,6.6,0.017,0.106,0.128,0.558,0.06
Tony Snell,NOP,30,198.12,96.615096,New Mexico,USA,2013,1,20,53,3.5,1.9,0.5,-7.8,0.018,0.107,0.099,0.541,0.047
Tim Hardaway Jr.,DAL,30,195.58,92.98636,Michigan,USA,2013,1,24,42,14.2,3.7,2.2,1.3,0.01,0.114,0.214,0.52,0.115
Steven Adams,MEM,28,210.82,120.20188,Pittsburgh,New Zealand,2013,1,12,76,6.9,10,3.4,8.3,0.159,0.198,0.118,0.56,0.155
Trey Burke,DAL,29,182.88,83.91452,Michigan,USA,2013,1,9,42,5.1,0.8,1.4,-0.5,0.009,0.064,0.25,0.475,0.219
Victor Oladipo,MIA,30,193.04,96.615096,Indiana,USA,2013,1,2,8,12.4,2.9,3.5,-1.4,0.017,0.11,0.247,0.608,0.277
Kentavious Caldwell-Pope,WAS,29,195.58,92.532768,Georgia,USA,2013,1,8,77,13.2,3.4,1.9,-4.7,0.018,0.093,0.185,0.568,0.09
Kelly Olynyk,DET,31,210.82,108.86208,Gonzaga,Canada,2013,1,13,40,9.1,4.4,2.8,-4.9,0.067,0.17,0.207,0.561,0.214
Nerlens Noel,NYK,28,210.82,99.79024,Kentucky,USA,2013,1,6,25,3.4,5.6,0.9,-5.7,0.084,0.161,0.072,0.581,0.06
Mason Plumlee,CHA,32,210.82,115.212368,Duke,USA,2013,1,22,73,6.5,7.7,3.1,0.9,0.091,0.205,0.117,0.603,0.165
Gary Harris,ORL,27,193.04,95.25432,Michigan State,USA,2014,1,19,61,11.1,2,1.8,-5.9,0.02,0.048,0.16,0.571,0.094
Doug McDermott,SAS,30,200.66,102.0582,Creighton,USA,2014,1,11,51,11.3,2.3,1.3,-1.8,0.014,0.076,0.178,0.593,0.068
Elfrid Payton,PHX,28,190.5,88.45044,Louisana-Lafayette,USA,2014,1,10,50,3,1.8,2,-2,0.035,0.115,0.175,0.397,0.252
Joel Embiid,PHI,28,213.36,127.00576,Kansas,Cameroon,2014,1,3,68,30.6,11.7,4.2,7.9,0.068,0.273,0.375,0.616,0.236
Jabari Parker,BOS,27,200.66,111.13004,Duke,USA,2014,1,2,12,4.4,2.3,0.5,-0.8,0.042,0.18,0.191,0.632,0.094
Bogdan Bogdanovic,ATL,29,198.12,102.0582,None,Serbia,2014,1,27,63,15.1,4,3.1,4.5,0.016,0.116,0.212,0.562,0.152
Aaron Gordon,DEN,26,203.2,106.59412,Arizona,USA,2014,1,4,75,15,5.9,2.5,6.2,0.057,0.129,0.194,0.602,0.109
Andrew Wiggins,GSW,27,200.66,89.357624,Kansas,Canada,2014,1,1,73,17.2,4.5,2.2,5.8,0.036,0.095,0.224,0.56,0.109
Clint Capela,ATL,28,208.28,116.119552,None,Switzerland,2014,1,25,74,11.1,11.9,1.2,3.3,0.133,0.284,0.149,0.604,0.062
Rodney Hood,LAC,29,203.2,94.347136,Duke,USA,2014,1,23,52,3.1,1.5,0.7,0.8,0.021,0.081,0.106,0.493,0.074
Zach LaVine,CHI,27,195.58,90.7184,UCLA,USA,2014,1,13,67,24.4,4.6,4.5,-0.9,0.01,0.121,0.284,0.605,0.207
Kyle Anderson,MEM,28,205.74,104.32616,UCLA,USA,2014,1,30,69,7.6,5.3,2.7,2,0.041,0.196,0.156,0.506,0.162
Jusuf Nurkic,POR,27,210.82,131.54168,None,Bosnia and Herzegovina,2014,1,16,56,15,11.1,2.8,-0.1,0.101,0.283,0.233,0.586,0.16
Julius Randle,NYK,27,203.2,113.398,Kentucky,USA,2014,1,7,72,20.1,9.9,5.1,-3.6,0.045,0.225,0.279,0.509,0.251
Nik Stauskas,BOS,28,198.12,93.893544,Michigan,Canada,2014,1,8,8,2.3,0.4,0.3,19.3,0.024,0.049,0.184,0.541,0.065
Marcus Smart,BOS,28,193.04,99.79024,Oklahoma State,USA,2014,1,6,71,12.1,3.8,5.9,9.3,0.018,0.093,0.179,0.54,0.245
Frank Kaminsky,PHX,29,213.36,108.86208,Wisconsin,USA,2015,1,9,9,10.6,4.6,1.4,9.6,0.06,0.144,0.185,0.635,0.105
Emmanuel Mudiay,SAC,26,190.5,90.7184,None,Democratic Republic of the Congo,2015,1,7,2,1.5,0,2,-23.7,0,0,0.192,0.399,0.571
Bobby Portis,MIL,27,208.28,113.398,Arkansas,USA,2015,1,22,72,14.6,9.1,1.2,6.3,0.085,0.218,0.207,0.571,0.061
Cameron Payne,PHX,27,185.42,83.007336,Murray State,USA,2015,1,14,58,10.8,3,4.9,6.3,0.018,0.109,0.235,0.5,0.318
Delon Wright,ATL,30,195.58,83.91452,Utah,USA,2015,1,20,77,4.4,2.9,2.4,2.8,0.035,0.116,0.101,0.576,0.178
Devin Booker,PHX,25,195.58,93.439952,Kentucky,USA,2015,1,13,68,26.8,5,4.8,9.5,0.02,0.117,0.313,0.576,0.212
D'Angelo Russell,MIN,26,193.04,87.543256,Ohio State,USA,2015,1,2,65,18.1,3.3,7.1,4.7,0.011,0.089,0.246,0.544,0.32
Sam Dekker,TOR,28,203.2,99.336648,Wisconsin,USA,2015,1,18,1,0,0,0,-250,0,0,0,0,0
Stanley Johnson,LAL,26,198.12,109.769264,Arizona,USA,2015,1,8,48,6.7,3.2,1.7,-1.1,0.032,0.109,0.125,0.564,0.094
Terry Rozier,CHA,28,185.42,86.18248,Louisville,USA,2015,1,16,73,19.3,4.3,4.5,1.4,0.021,0.101,0.227,0.566,0.197
Willie Cauley-Stein,PHI,28,213.36,108.86208,Kentucky,USA,2015,1,6,20,1.7,2,0.5,7.2,0.064,0.144,0.099,0.474,0.074
Trey Lyles,SAC,26,205.74,106.140528,Kentucky,Canada,2015,1,12,75,10.5,5.1,1.2,-7.2,0.056,0.189,0.205,0.588,0.09
Tyus Jones,MEM,26,182.88,88.904032,Duke,USA,2015,1,24,73,8.7,2.4,4.4,7.6,0.01,0.097,0.164,0.544,0.285
Kevon Looney,GSW,26,205.74,100.697424,UCLA,USA,2015,1,30,82,6,7.3,2,6,0.12,0.21,0.12,0.586,0.127
Kristaps Porzingis,WAS,26,220.98,108.86208,None,Latvia,2015,1,4,51,20.2,8.1,2.3,0.4,0.068,0.204,0.286,0.577,0.133
Larry Nance Jr.,NOP,29,200.66,111.13004,Wyoming,USA,2015,1,27,46,7,5.4,1.8,-1.9,0.069,0.173,0.128,0.59,0.115
Kelly Oubre Jr.,CHA,26,198.12,92.079176,Kansas,USA,2015,1,15,76,15,4,1.1,-0.2,0.036,0.106,0.223,0.56,0.063
Justin Anderson,IND,28,195.58,104.779752,Virginia,USA,2015,1,21,16,6.4,2.9,2.1,-0.1,0.013,0.142,0.149,0.493,0.135
Karl-Anthony Towns,MIN,26,210.82,112.490816,Kentucky,USA,2015,1,1,74,24.6,9.8,3.6,5.3,0.074,0.21,0.272,0.64,0.177
Justise Winslow,POR,26,198.12,100.697424,Duke,USA,2015,1,10,48,5.7,4.2,1.8,2.1,0.06,0.177,0.178,0.479,0.155
Myles Turner,IND,26,210.82,113.398,Texas-Austin,USA,2015,1,11,42,12.9,7.1,1,-0.3,0.052,0.188,0.173,0.615,0.053
Furkan Korkmaz,PHI,24,200.66,91.625584,None,Turkey,2016,1,26,67,7.6,2.6,1.9,0.8,0.015,0.104,0.17,0.502,0.129
Domantas Sabonis,SAC,26,210.82,108.86208,Gonzaga,Lithuania,2016,1,11,62,18.9,12.1,5.2,-0.6,0.092,0.264,0.221,0.637,0.239
Jaylen Brown,BOS,25,198.12,101.151016,California,USA,2016,1,3,66,23.6,6.1,3.5,9.8,0.024,0.145,0.298,0.574,0.173
Jakob Poeltl,SAS,26,215.9,111.13004,Utah,Austria,2016,1,9,68,13.5,9.3,2.8,3.4,0.125,0.184,0.182,0.613,0.131
Brandon Ingram,NOP,24,203.2,86.18248,Duke,USA,2016,1,2,55,22.7,5.8,5.6,3.3,0.019,0.152,0.291,0.554,0.268
Caris LeVert,CLE,27,198.12,92.98636,Michigan,USA,2016,1,20,58,17,3.7,4.3,-1.8,0.024,0.097,0.252,0.525,0.219
Buddy Hield,IND,29,193.04,99.79024,Oklahoma,Bahamas,2016,1,6,81,15.6,4.4,2.8,-3.6,0.025,0.114,0.214,0.548,0.135
DeAndre' Bembry,MIL,27,195.58,95.25432,St. Joseph's (PA),USA,2016,1,21,56,5.1,2.9,1.2,-0.6,0.042,0.106,0.111,0.601,0.087
Denzel Valentine,UTA,28,193.04,99.79024,Michigan State,USA,2016,1,14,24,2.9,1.8,0.5,-5.1,0.04,0.15,0.15,0.523,0.074
